book,book_num,chapter,chapter_num,character,full_text,character_words,mention_appa,director,imdb_rating
Water,1,The Southern Air Temple,3,Katara,"Aang, it's amazing!","Aang, it's amazing!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[To Appa.] We're home, buddy! We're home. [His eyes squint a bit in happiness.]","We're home, buddy! We're home.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"... And by the year's end, the Earth Kingdom capital will be under our rule. [Shift to a bird view of the tent, revealing Zuko, sitting at a table, and Iroh, standing in the corner, looking at some weapons that are placed against the wall. Zhao turns around.] The Fire Lord will finally claim victory in this war.","... And by the year's end, the Earth Kingdom capital will be under our rule.  The Fire Lord will finally claim victory in this war.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Close-up. Angrily.] If my father thinks the rest of the world will follow him willingly, then he is a fool!","If my father thinks the rest of the world will follow him willingly, then he is a fool!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[Pulls up alongside Zuko and smirks.] Two years at sea have done little to temper your tongue. So, how is your search for the Avatar going?","Two years at sea have done little to temper your tongue. So, how is your search for the Avatar going?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"Eh.. My fault, entirely.","Eh.. My fault, entirely.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Aggressively.] We haven't found him yet.,We haven't found him yet.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"Did you really expect to? The Avatar died a hundred years ago. [Close-up of Zuko, as he slants his eyes.] Along with the rest of the airbenders. [Close-up of Zhao, whose face contorts in an evil expression.] Unless you have found some evidence that the Avatar is alive?",Did you really expect to? The Avatar died a hundred years ago.  Along with the rest of the airbenders.  Unless you have found some evidence that the Avatar is alive?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Faces Zhao and responds very clearly.] No. [Stares back in front of him.] Nothing.,No.  Nothing.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[With an expression of disbelief on his face, as he rises from his chair.] Prince Zuko, the Avatar is the only one who can stop the Fire Nation from winning this war. [Leans in and faces Zuko.] If you have an ounce of loyalty left, you'll tell me what you found.","Prince Zuko, the Avatar is the only one who can stop the Fire Nation from winning this war.  If you have an ounce of loyalty left, you'll tell me what you found.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"I haven't found [Looks up at Zhao and his tone becomes slightly more aggressive.] anything. [Close-up, as he continues on a softer tone, slightly mockingly.] It's like you said. The Avatar probably died a long time ago. [Gets up.] Come on, Uncle, we're going.","I haven't found  anything.  It's like you said. The Avatar probably died a long time ago.  Come on, Uncle, we're going.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Soldier,"Commander Zhao, we interrogated the crew as you instructed. They confirmed Prince Zuko had the Avatar in custody, [Close-up of Zuko's head from behind.] but let him escape.","Commander Zhao, we interrogated the crew as you instructed. They confirmed Prince Zuko had the Avatar in custody,  but let him escape.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[Smiling evilly.] Now remind me, [Close-up of Zuko's face, as Zhao walks up to him and leans over to talk into Zuko's ear. Zuko slants his eyes.] how, exactly, was your ship damaged?","Now remind me,  how, exactly, was your ship damaged?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,So where do I get something to eat?,So where do I get something to eat?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,"[Irritated.] You're lucky enough to be one of the first outsiders to ever visit an airbender temple, and all you can think about is food?","You're lucky enough to be one of the first outsiders to ever visit an airbender temple, and all you can think about is food?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"I'm just a simple guy, with simple needs.","I'm just a simple guy, with simple needs.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Excited.] So that's where my friends and I would play airball, [The camera shifts to a shot of a stadium consisting of many tall poles.] and over there [The camera pans to the right to reveal the trio again.] is where the bison would sleep, and ... [Aang sighs.]","So that's where my friends and I would play airball,  and over there  is where the bison would sleep, and ...",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,What's wrong?,What's wrong?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[A bit saddened.] This place used to be full of monks and lemurs and bison. Now there's just a bunch of weeds. [His eyes squint with sadness. The shot changes to a back view of Aang as he stands on the ledge; his clothes flutter in the wind, a dead tree at each side of him. In a sad tone.] I can't believe how much things have changed.",This place used to be full of monks and lemurs and bison. Now there's just a bunch of weeds.  I can't believe how much things have changed.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Cheerfully trying to distract Aang from his sadness.] So uh, this airball game. How do you play?","So uh, this airball game. How do you play?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Smiling broadly, he stretches out his arms above his head.] Aang, seven! [He forms a Zero with his hands and makes a circular movement with his whole body.] Sokka, zero!","Aang, seven!  Sokka, zero!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Painfully.] Making him feel better is putting me in a world of hurt. [He erects himself, but before he gets up completely, his eyes widen when he sees something in front of him and he crawls to the front. The camera shifts to reveal an old Fire Nation helmet lying in the snow. It has been battered by the elements, and shows signs of cracks and burns. He looks up at his sister.] Katara, check this out.","Making him feel better is putting me in a world of hurt.  Katara, check this out.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,Fire Nation.,Fire Nation.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,We should tell him.,We should tell him.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Yelling.] Aang! There's something you need to see.,Aang! There's something you need to see.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Aang runs to them from the airball court, still playing with the hollow ball. Cheerfully.] Okay!",Okay!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Happily runs up.] What is it?,What is it?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Innocently holds her hands behind her back.] Uh ... Just a new waterbending move I learned.,Uh ... Just a new waterbending move I learned.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"Nice one! But enough practicing, [Excited as he turns around and start walking away.] we have a whole temple to see!","Nice one! But enough practicing,  we have a whole temple to see!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Brushes the last of the snow from his head and shoulders.] You know, you can't protect him forever.","You know, you can't protect him forever.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Arms crossed; stern.] Katara, firebenders were here. You can't pretend they weren't.","Katara, firebenders were here. You can't pretend they weren't.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,"I can for Aang's sake. If he finds out that the Fire Nation invaded his home, he'll be devastated.","I can for Aang's sake. If he finds out that the Fire Nation invaded his home, he'll be devastated.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Happily.] Hey guys! [The two look up and see Aang standing in front of a statue of a monk, turning around and pointing toward it.] I want you to meet somebody!",Hey guys!  I want you to meet somebody!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,Who's that?,Who's that?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Facing the statue again.] Monk Gyatso! The greatest airbender in the world. [Scene switches to a frontal view of the statue as Aang turns around again toward the siblings while gesturing at the statue.] He taught me everything I know.,Monk Gyatso! The greatest airbender in the world.  He taught me everything I know.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,"But the true secret, is in the gooey center.","But the true secret, is in the gooey center.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Distant.] Hmm ...,Hmm ...,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,"[With a calm, soothing and understanding voice.] My ancient cake-making technique isn't the only thing on your mind, is it, Aang?","My ancient cake-making technique isn't the only thing on your mind, is it, Aang?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Downcast.] This whole Avatar thing, m-maybe the monks made a mistake.","This whole Avatar thing, m-maybe the monks made a mistake.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,"The only mistake they made was telling you before you turned sixteen, but we can't concern ourselves with what was. We must act on what is.","The only mistake they made was telling you before you turned sixteen, but we can't concern ourselves with what was. We must act on what is.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Voice-over.] But Gyatso? How do I know if I'm ready for this?,But Gyatso? How do I know if I'm ready for this?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,"[Cut back to a close shot of Gyatso with Aang sitting on the ledge in the background.] Your questions will be answered when you're old enough to enter the air temple sanctuary. Inside, you will meet someone who will guide you on your journey.","Your questions will be answered when you're old enough to enter the air temple sanctuary. Inside, you will meet someone who will guide you on your journey.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Excited and curious.] Who is it?,Who is it?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,"[Cut back to the close shot of Gyatso with Aang in the background.] When you are ready, he will reveal himself to you. [In the background, Aang, annoyed by this vague answer, grunts softly and looks up to the sky before cupping his face in his hands again. Monk Gyatso continues on a bright, happy tone.] Now, are you going to help me with these cakes, [Close-up of Aang as he smiles lovingly at Gyatso.] or not?","When you are ready, he will reveal himself to you.  Now, are you going to help me with these cakes,  or not?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Happily stands up.] All right.,All right.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,One. [The camera switches to a side-view as the duo conjures a small air ball.] Two. Three!,One.  Two. Three!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Gyatso,"[Full admiration and love.] Your aim has improved greatly, [Caressing Aang's head.] my young pupil.","Your aim has improved greatly,  my young pupil.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Understandingly places a hand on his shoulder.] You must miss him.,You must miss him.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Downcast.] Yeah. [He walks away.],Yeah.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Curious.] Where are you going?,Where are you going?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Switch to a shot from Katara's point of view. Aang is walking up some stairs that lead to a corridor behind the statue. He looks back while answering.] The air temple sanctuary. There's someone I'm ready to meet.,The air temple sanctuary. There's someone I'm ready to meet.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,"But Aang, no one could have survived in there for a hundred years.","But Aang, no one could have survived in there for a hundred years.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Camera changes to show the trio looking up at the door. Hopeful.] It's not impossible. [Opening his arms.] I survived in the iceberg for that long.,It's not impossible.  I survived in the iceberg for that long.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Touching her chin with a finger.] Good point.,Good point.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Close shot of Aang with Katara visible over his shoulder. He glances hopeful at her over his shoulder. Excited.] Katara, whoever's in there might help figure out this Avatar thing!","Katara, whoever's in there might help figure out this Avatar thing!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Appears in screen from behind Aang's back. Katara and Aang look surprised at him. Eagerly.] And whoever's in there might have [Katara's look changes to one of annoyance. Close-up of Sokka's determined, anticipating face.] a medley of delicious [He rubs his hands together and practically starts to drool over the thought.] cured meats!",And whoever's in there might have  a medley of delicious  cured meats!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,I don't suppose you have a key?,I don't suppose you have a key?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Shot from over Sokka's shoulder.] The key, Sokka, is airbending.","The key, Sokka, is airbending.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Cut to a front view of Aang, as he brings his hand besides his mouth.] Hello? [Switch back to a shot from behind Sokka and Katara as Aang enters the sanctuary.] Anyone home?",Hello?  Anyone home?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,So a twelve-year-old boy bested you and your firebenders. [Wider shot of the tent as Zhao stops pacing. Iroh can be seen sitting in a corner.] You're more pathetic than I thought.,So a twelve-year-old boy bested you and your firebenders.  You're more pathetic than I thought.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Angrily.] I underestimated him once, but it will not happen again!","I underestimated him once, but it will not happen again!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[Frontal view with Zuko in the background. Aggressively.] No, it will not. Because you won't have a second chance.","No, it will not. Because you won't have a second chance.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Alarmed.] Commander Zhao, [Closer shot of Zuko.] I've been hunting the Avatar for two years and I -","Commander Zhao,  I've been hunting the Avatar for two years and I -",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[Cut to a shot from over Zuko's shoulder as Zhao angrily turns around, spreading flames in an arc.] And you failed! [He walks intimidatingly up to Zuko.] Capturing the Avatar is too important to leave in a teenager's hands. He's mine now.",And you failed!  Capturing the Avatar is too important to leave in a teenager's hands. He's mine now.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,Keep them here.,Keep them here.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"[Calmly with a hint of amusement in his voice.] More tea, please.","More tea, please.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Disappointed.] Statues? That's it? Where's the meat?,Statues? That's it? Where's the meat?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,Who are all these people?,Who are all these people?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Pensive.] I'm not sure. [Frontal view of Aang.] But it feels like I know them somehow. Look! [Camera shifts to a point behind Aang and Katara. Aang points at the statue of a man with airbending mastery tattoos in front of him.] That one's an airbender.,I'm not sure.  But it feels like I know them somehow. Look!  That one's an airbender.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,"[Camera pans to the right. Katara points at the statue of a male dressed in Water Tribe clothes next to the airbender.] And this one's a waterbender. [Looks to the right and back to the left.] They're lined up in a pattern: [Points at the respective statues.] air, water, earth and fire.","And this one's a waterbender.  They're lined up in a pattern:  air, water, earth and fire.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,That's the Avatar Cycle.,That's the Avatar Cycle.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,"[Understanding.] Of course. They're Avatars. All these people are your past lives, Aang.","Of course. They're Avatars. All these people are your past lives, Aang.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,Wow! There are so many!,Wow! There are so many!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Skeptically.] Past lives? [Aang stops before a statue while Sokka and Katara are still visible in the background.] Katara, you really believe in that stuff?","Past lives?  Katara, you really believe in that stuff?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,"It's true. [The picture pans up the reveal Aang staring at the statue of an elderly man with a beard. In the background hundreds of statues can be seen spiraling up.] When the Avatar dies, he's reincarnated into the next nation in the cycle.","It's true.  When the Avatar dies, he's reincarnated into the next nation in the cycle.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,Aang! Snap out of it!,Aang! Snap out of it!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Dazed.] Huh?,Huh?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[She curiously follows his gaze and looks at the statue as well.] Who is that?,Who is that?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,That's Avatar Roku. The Avatar before me.,That's Avatar Roku. The Avatar before me.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,You were a firebender? No wonder I didn't trust you when we first met.,You were a firebender? No wonder I didn't trust you when we first met.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Looks at the base of the statue.] There's no writing. How do you know his name?,There's no writing. How do you know his name?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,I'm not sure. I just know it somehow.,I'm not sure. I just know it somehow.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Growls irritably while crossing his arms.] You just couldn't get any weirder.,You just couldn't get any weirder.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Whispering.] Firebender. Nobody make a sound.,Firebender. Nobody make a sound.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Irritably.] You're making a sound!,You're making a sound!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang and Sokka,[Putting their finger before their mouths.] Shhhh!,Shhhh!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Whispering.] That firebender won't know what hit him.,That firebender won't know what hit him.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Excitedly.] Lemur!,Lemur!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Quickly pans to a drooling Sokka.] Dinner!,Dinner!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Reassuring.] Don't listen to him. You're going to be my new pet.,Don't listen to him. You're going to be my new pet.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Aang glares angrily at Sokka, before the scene switches to a close-up of his drooling face. Challenging.] Not if I get him first!",Not if I get him first!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,Wait! Come back!,Wait! Come back!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,I want to eat you!,I want to eat you!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,Hey! No fair!,Hey! No fair!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"My search party is ready. Once I'm out to sea, [Cut to a shot from over Zhao's head to reveal Iroh and Zuko sitting in two chairs in front of him in the middle of the tent.] my guards will escort you back to your ship and [Close-up of Zuko, who angrily looks down.] you'll be free to go.","My search party is ready. Once I'm out to sea,  my guards will escort you back to your ship and  you'll be free to go.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Angrily.] Why? Are you worried I'm going to try and stop you?,Why? Are you worried I'm going to try and stop you?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,[Amused.] You? Stop me? Impossible.,You? Stop me? Impossible.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Angrily gets up. Enraged.] Don't underestimate me, Zhao! I will capture the Avatar before you!","Don't underestimate me, Zhao! I will capture the Avatar before you!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"[Gets up as well; sternly.] Prince Zuko, that's enough.","Prince Zuko, that's enough.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[Confidently.] You can't compete with me. I have hundreds of war ships under my command and you? You're just a banished prince. No home, no allies. Your own father doesn't even want you.","You can't compete with me. I have hundreds of war ships under my command and you? You're just a banished prince. No home, no allies. Your own father doesn't even want you.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Angrily.] You're wrong! Once I deliver the Avatar to my father, he will welcome me home with honor, and restore my rightful place on the throne!","You're wrong! Once I deliver the Avatar to my father, he will welcome me home with honor, and restore my rightful place on the throne!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,"[Close-up of Zhao, as the camera pans to the right to slowly reveal his whole face.] If your father really wanted you home, he would have let you return by now, Avatar or no Avatar. But in his eyes you are a failure and a disgrace to the Fire Nation.","If your father really wanted you home, he would have let you return by now, Avatar or no Avatar. But in his eyes you are a failure and a disgrace to the Fire Nation.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Cut to Zuko.] That's not true.,That's not true.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,You have the scar to prove it.,You have the scar to prove it.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Furiously.] Maybe you'd like one to match!,Maybe you'd like one to match!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,[Slightly mockingly.] Is that a challenge?,Is that a challenge?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,An Agni Kai. At sunset.,An Agni Kai. At sunset.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,Very well. [Zhao erects himself.] It's a shame your father won't be here to watch me humiliate you. [Turns around.] I guess your uncle will do.,Very well.  It's a shame your father won't be here to watch me humiliate you.  I guess your uncle will do.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"[Camera pans slowly to the right to a full close-up of Zuko. Worried.] Prince Zuko, have you forgotten what happened last time you dueled a master?","Prince Zuko, have you forgotten what happened last time you dueled a master?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Darkly.] I will never forget.,I will never forget.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,"[Follows the lemur.] Hey! Come back! [Cut to a shot from inside the tent, as Aang pushes the decaying curtain of drapes out of the way. Happily looks around.] Come on out, little lemur! That hungry guy won't bother you anymore.","Hey! Come back!  Come on out, little lemur! That hungry guy won't bother you anymore.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Shocked.] Firebenders? They were here?,Firebenders? They were here?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Aang,[Devastated.] Gyatso.,Gyatso.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Happily.] Hey, Aang! You find my dinner yet? [Cut to a side-view of Aang sitting on his knees, his head cupped in his hands. Sokka walks toward him. Reassuring.] Aang, I wasn't really going to eat the lemur, okay? [He approaches Aang with a smile on his face, but shakes his head and does a double take.] Oh, man. [Switch to a shot of the skeleton of the monk, which slowly moves back to reveal that Sokka places a hand on Aang's shoulder.] Come on, Aang. Everything will be all right. Let's get out of here.","Hey, Aang! You find my dinner yet?  Aang, I wasn't really going to eat the lemur, okay?  Oh, man.  Come on, Aang. Everything will be all right. Let's get out of here.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Worried.] Aang!,Aang!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Fire Sage,Send word to the Fire Lord immediately! The Avatar has returned!,Send word to the Fire Lord immediately! The Avatar has returned!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Alarmed.] Aang! Come on! Snap out of it!,Aang! Come on! Snap out of it!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,Aaaaahh!,Aaaaahh!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,[Shouting above the raging winds. Close-up of the two siblings. Katara looks worried at her brother.] What happened?,What happened?,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,[Shouting.] He found out firebenders killed Gyatso!,He found out firebenders killed Gyatso!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Katara,Oh no! It's his Avatar Spirit! [Raises her hand to protect herself against the winds and the flying debris.] He must have triggered it! I'm going to try and calm him down! [Closes an eye against the wind and starts to make her way toward Aang.],Oh no! It's his Avatar Spirit!  He must have triggered it! I'm going to try and calm him down!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Sokka,"[Holds on to the rock in an attempt to keep from being blown away. Alarmed.] Well, do it! Before he blows us off the mountain!","Well, do it! Before he blows us off the mountain!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"Remember your firebending basics, [Close-up of Iroh's upper body.] Prince Zuko. They are your greatest weapons.","Remember your firebending basics,  Prince Zuko. They are your greatest weapons.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,[Close-up of Zuko's determined face.] I refuse to let him win.,I refuse to let him win.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,[Confident whisper.] This will be over quickly.,This will be over quickly.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"Basics, Zuko! [Close-up of Zuko's determined face.] Break his root!","Basics, Zuko!  Break his root!",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,[Challenging.] Do it!,Do it!,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zhao,That's it? Your father raised a coward.,That's it? Your father raised a coward.,FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Anger clearly audible in his voice.] Next time you get in my way, I promise, I won't hold back.","Next time you get in my way, I promise, I won't hold back.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"No, Prince Zuko. Do not taint your victory. [Turns to face Zhao. Condescending.] So this is how the great Commander Zhao acts in defeat? [Close-up of Zhao lying on the floor.] Disgraceful. [Cut back to a closer shot of Zuko and Iroh.] Even in exile, my nephew is more honorable than you. [Zuko looks at Iroh upon hearing those last words. Switch to a shot from over Zhao's shoulders.] Thanks again for the tea. It was delicious.","No, Prince Zuko. Do not taint your victory.  So this is how the great Commander Zhao acts in defeat?  Disgraceful.  Even in exile, my nephew is more honorable than you.  Thanks again for the tea. It was delicious.",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Zuko,"[Softly.] Did you really mean that, Uncle?","Did you really mean that, Uncle?",FALSE,Lauren MacMullan,8.5
Water,1,The Southern Air Temple,3,Iroh,"[Smiling slyly, while glancing at his nephew.] Of course. I told you ginseng tea is my favorite.",Of course. I told you ginseng tea is my favorite.,FALSE,Lauren MacMullan,8.5
